,fname,val,k
436,000000555841.jpg,False,1
437,000000527478.jpg,True,1
438,000000537435.jpg,False,1
439,000000563375.jpg,False,1
440,000000545067.jpg,False,1
441,000000544083.jpg,False,1
442,000000534280.jpg,False,1
443,000000532176.jpg,False,1
444,000000577248.jpg,False,1
445,000000544029.jpg,True,1
446,000000556710.jpg,False,1
447,000000573304.jpg,False,1
448,000000551289.jpg,False,1
449,000000550406.jpg,True,1
450,000000523723.jpg,False,1
451,000000542507.jpg,False,1
452,000000527017.jpg,False,1
453,000000517180.jpg,False,1
454,000000569870.jpg,True,1
455,000000543031.jpg,True,1
456,000000573837.jpg,False,1
457,000000535436.jpg,True,1
458,000000569473.jpg,False,1
459,000000561236.jpg,False,1
460,000000577218.jpg,False,1
461,000000570627.jpg,False,1
462,000000552653.jpg,False,1
463,000000537187.jpg,True,1
464,000000546992.jpg,False,1
465,000000527041.jpg,True,1
466,000000573305.jpg,False,1
467,000000547924.jpg,False,1
468,000000575402.jpg,False,1
469,000000538998.jpg,False,1
470,000000537593.jpg,False,1
471,000000573040.jpg,True,1
472,000000563675.jpg,False,1
473,000000572020.jpg,False,1
474,000000530657.jpg,True,1
475,000000538598.jpg,True,1
476,000000523570.jpg,False,1
477,000000529747.jpg,True,1
478,000000552743.jpg,False,1
479,000000578234.jpg,True,1
480,000000576969.jpg,False,1
481,000000548947.jpg,False,1
482,000000578296.jpg,False,1
483,000000541960.jpg,False,1
484,000000519473.jpg,False,1
485,000000567092.jpg,False,1
486,000000560595.jpg,False,1
487,000000575735.jpg,False,1
488,000000567137.jpg,False,1
489,000000525326.jpg,False,1
490,000000519780.jpg,False,1
491,000000574270.jpg,False,1
492,000000551644.jpg,True,1
493,000000571218.jpg,False,1
494,000000537767.jpg,False,1
495,000000538855.jpg,True,1
496,000000528883.jpg,False,1
497,000000538584.jpg,False,1
498,000000556263.jpg,False,1
499,000000560939.jpg,False,1
500,000000575477.jpg,True,3
501,000000560116.jpg,True,3
502,000000521272.jpg,True,3
503,000000565145.jpg,True,3
504,000000563577.jpg,True,3
505,000000561315.jpg,True,3
506,000000528335.jpg,True,3
507,000000517376.jpg,True,3
508,000000529573.jpg,True,3
509,000000572642.jpg,True,3
510,000000578028.jpg,True,3
511,000000523595.jpg,True,3
512,000000544907.jpg,True,3
513,000000516894.jpg,True,3
514,000000552608.jpg,True,3
515,000000545451.jpg,True,3
516,000000542588.jpg,True,3
517,000000521551.jpg,True,3
518,000000557754.jpg,True,3
519,000000515756.jpg,True,3
520,000000537605.jpg,True,3
521,000000515816.jpg,True,3
522,000000567334.jpg,True,3
523,000000539587.jpg,True,3
524,000000562311.jpg,True,3
525,000000537285.jpg,True,3
526,000000565359.jpg,True,3
527,000000570181.jpg,True,3
528,000000539429.jpg,True,3
529,000000574274.jpg,True,3
530,000000530553.jpg,True,3
531,000000518851.jpg,True,3
532,000000533205.jpg,True,3
533,000000541153.jpg,True,3
534,000000546392.jpg,True,3
535,000000521265.jpg,True,3
536,000000572281.jpg,True,3
537,000000554696.jpg,True,3
538,000000536279.jpg,True,3
539,000000535846.jpg,True,3
540,000000581095.jpg,True,3
541,000000531629.jpg,True,3
542,000000571771.jpg,True,3
543,000000526298.jpg,True,3
544,000000540650.jpg,True,3
545,000000569623.jpg,True,3
546,000000536478.jpg,True,3
547,000000572838.jpg,True,3
548,000000564877.jpg,True,3
549,000000528908.jpg,True,3
550,000000580270.jpg,True,3
551,000000557331.jpg,True,3
552,000000562439.jpg,True,3
553,000000581265.jpg,True,3
554,000000563383.jpg,True,3
555,000000561282.jpg,True,3
556,000000538024.jpg,True,3
557,000000527115.jpg,True,3
558,000000522693.jpg,True,3
559,000000574230.jpg,True,3
560,000000533167.jpg,True,3
561,000000538130.jpg,False,3
562,000000580438.jpg,True,3
563,000000533866.jpg,True,3
564,000000528324.jpg,True,3
565,000000534376.jpg,True,3
566,000000556895.jpg,True,3
567,000000528290.jpg,True,3
568,000000561250.jpg,True,3
569,000000562329.jpg,True,3
570,000000536253.jpg,True,3
571,000000578639.jpg,True,3
572,000000536908.jpg,True,3
573,000000546225.jpg,True,3
574,000000524726.jpg,True,3
575,000000531731.jpg,True,3
576,000000534550.jpg,True,3
577,000000557770.jpg,True,3
578,000000548767.jpg,True,3
579,000000580496.jpg,True,3
580,000000547042.jpg,True,3
581,000000515996.jpg,True,3
582,000000532886.jpg,True,3
583,000000561759.jpg,True,3
584,000000529595.jpg,True,3
585,000000528991.jpg,True,3
586,000000558680.jpg,True,3
587,000000570157.jpg,True,3
588,000000544938.jpg,True,3
589,000000569105.jpg,False,3
590,000000552220.jpg,False,3
591,000000520056.jpg,False,3
592,000000516578.jpg,False,3
593,000000552991.jpg,True,3
594,000000565162.jpg,False,3
595,000000551628.jpg,False,3
596,000000549070.jpg,False,3
597,000000531251.jpg,False,3
598,000000570020.jpg,False,3
599,000000541781.jpg,True,3
600,000000533390.jpg,False,3
601,000000535731.jpg,False,3
602,000000534899.jpg,True,3
603,000000531417.jpg,False,3
604,000000579338.jpg,False,3
605,000000556206.jpg,False,3
606,000000549408.jpg,True,3
607,000000562665.jpg,False,3
608,000000533718.jpg,False,3
609,000000525013.jpg,False,3
610,000000553257.jpg,False,3
611,000000580448.jpg,False,3
612,000000565472.jpg,False,3
613,000000554153.jpg,False,3
614,000000567461.jpg,False,3
615,000000546616.jpg,False,3
616,000000580635.jpg,True,3
617,000000572576.jpg,False,3
618,000000544030.jpg,False,3
619,000000518045.jpg,False,3
620,000000536115.jpg,True,3
621,000000515675.jpg,True,3
622,000000575809.jpg,False,3
623,000000567386.jpg,True,3
624,000000556200.jpg,False,3
625,000000534059.jpg,False,3
626,000000550131.jpg,False,3
627,000000580535.jpg,False,3
628,000000556184.jpg,False,3
629,000000568541.jpg,False,3
630,000000529816.jpg,False,3
631,000000533740.jpg,False,3
632,000000558413.jpg,False,3
633,000000547159.jpg,False,3
634,000000522532.jpg,False,3
635,000000522518.jpg,False,3
636,000000532935.jpg,True,3
637,000000527385.jpg,False,3
638,000000553170.jpg,False,3
639,000000549116.jpg,False,3
640,000000528593.jpg,False,3
641,000000569573.jpg,False,3
642,000000574441.jpg,False,3
643,000000520695.jpg,False,3
644,000000540360.jpg,False,3
645,000000577101.jpg,False,3
646,000000545887.jpg,False,3
647,000000551634.jpg,False,3
648,000000519518.jpg,True,3
649,000000522050.jpg,False,3
650,000000575390.jpg,False,3
651,000000556768.jpg,False,3
652,000000556093.jpg,False,3
653,000000564207.jpg,False,3
654,000000580425.jpg,False,3
655,000000564213.jpg,False,3
656,000000560650.jpg,False,3
657,000000557034.jpg,False,3
658,000000529971.jpg,False,3
659,000000517486.jpg,False,3
660,000000573244.jpg,False,3
661,000000575054.jpg,False,3
662,000000545146.jpg,True,3
663,000000563193.jpg,True,3
664,000000565010.jpg,False,3
665,000000531933.jpg,False,3
666,000000558218.jpg,False,3
667,000000568380.jpg,False,3
668,000000539272.jpg,True,3
669,000000549533.jpg,True,3
670,000000531314.jpg,False,3
671,000000568719.jpg,False,3
672,000000539547.jpg,False,3
673,000000523303.jpg,False,3
674,000000581644.jpg,True,3
675,000000549751.jpg,False,3
676,000000520711.jpg,True,3
677,000000523901.jpg,False,3
678,000000535095.jpg,False,3
679,000000528902.jpg,False,3
680,000000570119.jpg,False,3
681,000000543937.jpg,False,3
682,000000524659.jpg,False,3
683,000000531359.jpg,False,3
684,000000535747.jpg,False,3
685,000000540948.jpg,False,3
686,000000571693.jpg,False,3
687,000000535985.jpg,False,3
688,000000549811.jpg,False,3
689,000000569932.jpg,False,3
690,000000529730.jpg,False,3
691,000000519750.jpg,False,3
692,000000557526.jpg,False,3
693,000000532386.jpg,True,3
694,000000559276.jpg,True,3
695,000000517550.jpg,False,3
696,000000547805.jpg,True,3
697,000000579864.jpg,False,3
698,000000550259.jpg,True,3
699,000000552770.jpg,False,3
700,000000577985.jpg,False,3
701,000000551844.jpg,False,3
702,000000550101.jpg,True,3
703,000000562792.jpg,False,3
704,000000575593.jpg,False,3
705,000000575232.jpg,False,3
706,000000521688.jpg,False,3
707,000000544501.jpg,False,3
708,000000571373.jpg,False,3
709,000000562074.jpg,False,3
710,000000564087.jpg,False,3
711,000000538355.jpg,False,3
712,000000579263.jpg,False,3
713,000000518035.jpg,False,3
714,000000560194.jpg,False,3
715,000000532794.jpg,False,3
716,000000548491.jpg,False,3
717,000000566921.jpg,True,3
718,000000520031.jpg,True,3
719,000000574966.jpg,False,3
720,000000525940.jpg,True,3
721,000000575388.jpg,False,3
722,000000542970.jpg,True,3
723,000000536250.jpg,False,3
724,000000545504.jpg,False,3
725,000000557446.jpg,False,3
726,000000547408.jpg,False,3
727,000000539469.jpg,True,3
728,000000515634.jpg,False,3
729,000000539769.jpg,False,3
730,000000575275.jpg,False,3
731,000000524856.jpg,False,3
732,000000526863.jpg,False,3
733,000000518141.jpg,False,3
734,000000539050.jpg,False,3
735,000000544982.jpg,False,3
736,000000574105.jpg,False,3
737,000000542216.jpg,False,3
738,000000535619.jpg,False,3
739,000000561747.jpg,False,3
740,000000580473.jpg,False,3
741,000000550531.jpg,False,3
742,000000579377.jpg,False,3
743,000000563831.jpg,True,3
744,000000548589.jpg,True,3
745,000000561663.jpg,False,3
746,000000564539.jpg,True,3
747,000000581342.jpg,False,3
748,000000565063.jpg,False,3
749,000000575721.jpg,False,3
750,000000566459.jpg,False,3
751,000000554763.jpg,True,3
752,000000531437.jpg,False,3
753,000000545017.jpg,True,3
754,000000517810.jpg,False,3
755,000000568136.jpg,False,3
756,000000553348.jpg,True,3
757,000000561219.jpg,False,3
758,000000514905.jpg,True,3
759,000000578321.jpg,False,3
760,000000564229.jpg,False,3
761,000000515596.jpg,False,3
762,000000540034.jpg,False,3
763,000000554993.jpg,False,3
764,000000540293.jpg,False,3
765,000000539273.jpg,False,3
766,000000544454.jpg,True,3
767,000000524036.jpg,True,3
768,000000543149.jpg,False,3
769,000000566269.jpg,False,3
770,000000516073.jpg,True,3
771,000000577465.jpg,False,3
772,000000521380.jpg,False,3
773,000000561832.jpg,False,3
774,000000546030.jpg,True,3
775,000000545256.jpg,False,3
776,000000517559.jpg,True,3
777,000000539009.jpg,False,3
778,000000522578.jpg,False,3
779,000000528768.jpg,False,3
780,000000516032.jpg,False,3
781,000000570370.jpg,False,3
782,000000574204.jpg,True,3
783,000000558691.jpg,True,3
784,000000575148.jpg,False,3
785,000000563800.jpg,False,3
786,000000549591.jpg,False,3
787,000000575085.jpg,False,3
788,000000553922.jpg,False,3
789,000000581645.jpg,False,3
790,000000547967.jpg,False,3
791,000000578266.jpg,False,3
792,000000527393.jpg,True,3
793,000000575423.jpg,False,3
794,000000525963.jpg,False,3
795,000000573919.jpg,False,3
796,000000579894.jpg,False,3
797,000000541598.jpg,False,3
798,000000579597.jpg,False,3
799,000000552955.jpg,True,3
800,000000551234.jpg,False,3
801,000000566019.jpg,False,3
802,000000555594.jpg,False,3
803,000000546259.jpg,False,3
804,000000569152.jpg,False,3
805,000000580193.jpg,False,3
806,000000538224.jpg,False,3
807,000000542648.jpg,False,3
808,000000571981.jpg,False,3
809,000000560145.jpg,False,3
810,000000547045.jpg,False,3
811,000000523122.jpg,False,3
812,000000520415.jpg,False,3
813,000000581706.jpg,False,3
814,000000527864.jpg,True,3
815,000000551694.jpg,True,3
816,000000574233.jpg,False,3
817,000000525257.jpg,False,3
818,000000575667.jpg,True,3
819,000000577689.jpg,True,3
820,000000551774.jpg,False,3
821,000000572583.jpg,True,3
822,000000554999.jpg,False,3
823,000000520646.jpg,False,3
824,000000581836.jpg,False,3
825,000000561904.jpg,True,3
826,000000515877.jpg,False,3
827,000000519270.jpg,False,3
828,000000553238.jpg,False,3
829,000000579972.jpg,False,3
830,000000523479.jpg,False,3
831,000000535518.jpg,True,3
832,000000537609.jpg,False,3
833,000000526817.jpg,False,3
834,000000521081.jpg,False,3
835,000000581333.jpg,False,3
836,000000516057.jpg,False,3
837,000000548064.jpg,False,3
838,000000516351.jpg,False,3
839,000000543682.jpg,True,3
840,000000548880.jpg,False,3
841,000000517444.jpg,True,3
842,000000580224.jpg,False,3
843,000000539240.jpg,False,3
844,000000529316.jpg,False,3
845,000000552278.jpg,False,3
846,000000563732.jpg,False,3
847,000000536706.jpg,False,3
848,000000562976.jpg,False,3
849,000000577379.jpg,False,3
850,000000534563.jpg,True,3
851,000000554594.jpg,False,3
852,000000557696.jpg,False,3
853,000000577799.jpg,False,3
854,000000548740.jpg,False,3
855,000000559871.jpg,False,3
856,000000534009.jpg,True,3
857,000000554331.jpg,False,3
858,000000567534.jpg,False,3
859,000000566933.jpg,False,3
860,000000578443.jpg,False,3
861,000000566150.jpg,False,3
862,000000538959.jpg,False,3
863,000000528871.jpg,False,3
864,000000557414.jpg,False,3
865,000000555395.jpg,False,3
866,000000515901.jpg,False,3
867,000000521120.jpg,False,3
868,000000534599.jpg,False,3
869,000000581272.jpg,True,3
870,000000555421.jpg,False,3
871,000000579285.jpg,False,3
872,000000533977.jpg,False,3
873,000000550858.jpg,False,3
874,000000518864.jpg,False,3
875,000000526293.jpg,False,3
876,000000550636.jpg,False,3
877,000000547822.jpg,False,3
878,000000536002.jpg,False,3
879,000000535665.jpg,False,3
880,000000571986.jpg,False,3
881,000000518031.jpg,False,3
882,000000540282.jpg,False,3
883,000000527900.jpg,False,3
884,000000533432.jpg,True,3
885,000000579119.jpg,False,3
886,000000518666.jpg,False,3
887,000000576917.jpg,False,3
888,000000556457.jpg,False,3
889,000000574903.jpg,False,3
890,000000565621.jpg,True,3
891,000000533748.jpg,False,3
892,000000539433.jpg,False,3
893,000000527880.jpg,True,3
894,000000544377.jpg,False,3
895,000000536527.jpg,False,3
896,000000542237.jpg,False,3
897,000000576699.jpg,False,3
898,000000575297.jpg,False,3
899,000000536452.jpg,False,3
900,000000573220.jpg,True,3
901,000000536501.jpg,True,3
902,000000516887.jpg,False,3
903,000000565403.jpg,True,3
904,000000526569.jpg,True,3
905,000000564182.jpg,False,3
906,000000545222.jpg,False,3
907,000000558590.jpg,True,3
908,000000579873.jpg,False,3
909,000000561906.jpg,False,3
910,000000523249.jpg,False,3
911,000000515817.jpg,False,3
912,000000518111.jpg,False,3
913,000000556989.jpg,False,3
914,000000564538.jpg,False,3
915,000000561819.jpg,True,3
916,000000536691.jpg,False,3
917,000000577523.jpg,False,3
918,000000545880.jpg,False,3
919,000000518143.jpg,False,3
920,000000529869.jpg,False,3
921,000000546505.jpg,False,3
922,000000536625.jpg,False,3
923,000000539855.jpg,False,3
924,000000556297.jpg,False,3
925,000000561782.jpg,True,3
926,000000567088.jpg,False,3
927,000000530733.jpg,False,3
928,000000546250.jpg,True,3
929,000000562429.jpg,False,3
930,000000537075.jpg,False,3
931,000000536060.jpg,False,3
932,000000543828.jpg,True,3
933,000000531712.jpg,False,3
934,000000520071.jpg,False,3
935,000000562250.jpg,False,3
936,000000555841.jpg,True,3
937,000000527478.jpg,False,3
938,000000537435.jpg,False,3
939,000000563375.jpg,False,3
940,000000545067.jpg,False,3
941,000000544083.jpg,False,3
942,000000534280.jpg,False,3
943,000000532176.jpg,False,3
944,000000577248.jpg,False,3
945,000000544029.jpg,False,3
946,000000556710.jpg,False,3
947,000000573304.jpg,False,3
948,000000551289.jpg,False,3
949,000000550406.jpg,True,3
950,000000523723.jpg,False,3
951,000000542507.jpg,False,3
952,000000527017.jpg,False,3
953,000000517180.jpg,False,3
954,000000569870.jpg,True,3
955,000000543031.jpg,True,3
956,000000573837.jpg,False,3
957,000000535436.jpg,False,3
958,000000569473.jpg,False,3
959,000000561236.jpg,True,3
960,000000577218.jpg,True,3
961,000000570627.jpg,False,3
962,000000552653.jpg,False,3
963,000000537187.jpg,False,3
964,000000546992.jpg,False,3
965,000000527041.jpg,False,3
966,000000573305.jpg,True,3
967,000000547924.jpg,False,3
968,000000575402.jpg,False,3
969,000000538998.jpg,False,3
970,000000537593.jpg,False,3
971,000000573040.jpg,True,3
972,000000563675.jpg,False,3
973,000000572020.jpg,False,3
974,000000530657.jpg,True,3
975,000000538598.jpg,True,3
976,000000523570.jpg,False,3
977,000000529747.jpg,True,3
978,000000552743.jpg,False,3
979,000000578234.jpg,False,3
980,000000576969.jpg,False,3
981,000000548947.jpg,False,3
982,000000578296.jpg,False,3
983,000000541960.jpg,False,3
984,000000519473.jpg,False,3
985,000000567092.jpg,False,3
986,000000560595.jpg,False,3
987,000000575735.jpg,False,3
988,000000567137.jpg,False,3
989,000000525326.jpg,False,3
990,000000519780.jpg,False,3
991,000000574270.jpg,False,3
992,000000551644.jpg,False,3
993,000000571218.jpg,False,3
994,000000537767.jpg,False,3
995,000000538855.jpg,True,3
996,000000528883.jpg,False,3
997,000000538584.jpg,False,3
998,000000556263.jpg,False,3
999,000000560939.jpg,False,3
0,000000575477.jpg,True,5
1,000000560116.jpg,True,5
2,000000521272.jpg,True,5
3,000000565145.jpg,True,5
4,000000563577.jpg,True,5
5,000000561315.jpg,True,5
6,000000569105.jpg,False,5
7,000000552220.jpg,True,5
8,000000520056.jpg,False,5
9,000000516578.jpg,False,5
10,000000552991.jpg,False,5
11,000000565162.jpg,False,5
12,000000528335.jpg,True,5
13,000000517376.jpg,True,5
14,000000529573.jpg,True,5
15,000000572642.jpg,True,5
16,000000578028.jpg,True,5
17,000000523595.jpg,True,5
18,000000544907.jpg,True,5
19,000000516894.jpg,True,5
20,000000552608.jpg,True,5
21,000000545451.jpg,True,5
22,000000542588.jpg,True,5
23,000000521551.jpg,True,5
24,000000557754.jpg,True,5
25,000000515756.jpg,True,5
26,000000537605.jpg,True,5
27,000000515816.jpg,True,5
28,000000567334.jpg,True,5
29,000000539587.jpg,True,5
30,000000562311.jpg,True,5
31,000000537285.jpg,True,5
32,000000565359.jpg,True,5
33,000000570181.jpg,True,5
34,000000539429.jpg,True,5
35,000000574274.jpg,True,5
36,000000530553.jpg,True,5
37,000000518851.jpg,True,5
38,000000533205.jpg,True,5
39,000000541153.jpg,True,5
40,000000546392.jpg,True,5
41,000000521265.jpg,True,5
42,000000572281.jpg,True,5
43,000000554696.jpg,True,5
44,000000536279.jpg,True,5
45,000000535846.jpg,True,5
46,000000581095.jpg,True,5
47,000000531629.jpg,True,5
48,000000571771.jpg,True,5
49,000000526298.jpg,True,5
50,000000540650.jpg,True,5
51,000000569623.jpg,True,5
52,000000536478.jpg,True,5
53,000000572838.jpg,True,5
54,000000564877.jpg,True,5
55,000000528908.jpg,True,5
56,000000580270.jpg,True,5
57,000000557331.jpg,True,5
58,000000562439.jpg,True,5
59,000000581265.jpg,True,5
60,000000563383.jpg,True,5
61,000000561282.jpg,True,5
62,000000538024.jpg,True,5
63,000000527115.jpg,True,5
64,000000522693.jpg,True,5
65,000000574230.jpg,True,5
66,000000533167.jpg,True,5
67,000000538130.jpg,False,5
68,000000580438.jpg,True,5
69,000000533866.jpg,True,5
70,000000528324.jpg,True,5
71,000000534376.jpg,True,5
72,000000556895.jpg,True,5
73,000000528290.jpg,True,5
74,000000561250.jpg,True,5
75,000000562329.jpg,True,5
76,000000536253.jpg,True,5
77,000000578639.jpg,True,5
78,000000536908.jpg,True,5
79,000000546225.jpg,True,5
80,000000524726.jpg,True,5
81,000000531731.jpg,True,5
82,000000534550.jpg,True,5
83,000000557770.jpg,True,5
84,000000548767.jpg,True,5
85,000000580496.jpg,True,5
86,000000547042.jpg,True,5
87,000000515996.jpg,True,5
88,000000532886.jpg,True,5
89,000000561759.jpg,True,5
90,000000529595.jpg,True,5
91,000000528991.jpg,True,5
92,000000558680.jpg,True,5
93,000000570157.jpg,True,5
94,000000544938.jpg,True,5
95,000000551628.jpg,False,5
96,000000549070.jpg,False,5
97,000000531251.jpg,False,5
98,000000570020.jpg,False,5
99,000000541781.jpg,True,5
100,000000533390.jpg,True,5
101,000000535731.jpg,False,5
102,000000534899.jpg,True,5
103,000000531417.jpg,False,5
104,000000579338.jpg,False,5
105,000000556206.jpg,False,5
106,000000549408.jpg,True,5
107,000000562665.jpg,False,5
108,000000533718.jpg,False,5
109,000000525013.jpg,False,5
110,000000553257.jpg,False,5
111,000000580448.jpg,False,5
112,000000565472.jpg,True,5
113,000000554153.jpg,False,5
114,000000567461.jpg,False,5
115,000000546616.jpg,False,5
116,000000580635.jpg,True,5
117,000000572576.jpg,False,5
118,000000544030.jpg,False,5
119,000000518045.jpg,False,5
120,000000536115.jpg,False,5
121,000000515675.jpg,False,5
122,000000575809.jpg,False,5
123,000000567386.jpg,False,5
124,000000556200.jpg,False,5
125,000000534059.jpg,False,5
126,000000550131.jpg,False,5
127,000000580535.jpg,False,5
128,000000556184.jpg,False,5
129,000000568541.jpg,True,5
130,000000529816.jpg,False,5
131,000000533740.jpg,False,5
132,000000558413.jpg,False,5
133,000000547159.jpg,True,5
134,000000522532.jpg,False,5
135,000000522518.jpg,False,5
136,000000532935.jpg,True,5
137,000000527385.jpg,True,5
138,000000553170.jpg,False,5
139,000000549116.jpg,False,5
140,000000528593.jpg,False,5
141,000000569573.jpg,True,5
142,000000574441.jpg,False,5
143,000000520695.jpg,False,5
144,000000540360.jpg,False,5
145,000000577101.jpg,False,5
146,000000545887.jpg,False,5
147,000000551634.jpg,True,5
148,000000519518.jpg,True,5
149,000000522050.jpg,False,5
150,000000575390.jpg,False,5
151,000000556768.jpg,False,5
152,000000556093.jpg,False,5
153,000000564207.jpg,True,5
154,000000580425.jpg,False,5
155,000000564213.jpg,False,5
156,000000560650.jpg,False,5
157,000000557034.jpg,False,5
158,000000529971.jpg,False,5
159,000000517486.jpg,False,5
160,000000573244.jpg,False,5
161,000000575054.jpg,True,5
162,000000545146.jpg,True,5
163,000000563193.jpg,True,5
164,000000565010.jpg,False,5
165,000000531933.jpg,False,5
166,000000558218.jpg,False,5
167,000000568380.jpg,False,5
168,000000539272.jpg,True,5
169,000000549533.jpg,False,5
170,000000531314.jpg,False,5
171,000000568719.jpg,False,5
172,000000539547.jpg,False,5
173,000000523303.jpg,False,5
174,000000581644.jpg,True,5
175,000000549751.jpg,False,5
176,000000520711.jpg,True,5
177,000000523901.jpg,False,5
178,000000535095.jpg,False,5
179,000000528902.jpg,False,5
180,000000570119.jpg,False,5
181,000000543937.jpg,False,5
182,000000524659.jpg,False,5
183,000000531359.jpg,False,5
184,000000535747.jpg,False,5
185,000000540948.jpg,False,5
186,000000571693.jpg,False,5
187,000000535985.jpg,False,5
188,000000549811.jpg,True,5
189,000000569932.jpg,False,5
190,000000529730.jpg,False,5
191,000000519750.jpg,True,5
192,000000557526.jpg,False,5
193,000000532386.jpg,True,5
194,000000559276.jpg,True,5
195,000000517550.jpg,True,5
196,000000547805.jpg,False,5
197,000000579864.jpg,False,5
198,000000550259.jpg,False,5
199,000000552770.jpg,False,5
200,000000577985.jpg,False,5
201,000000551844.jpg,False,5
202,000000550101.jpg,True,5
203,000000562792.jpg,False,5
204,000000575593.jpg,True,5
205,000000575232.jpg,False,5
206,000000521688.jpg,False,5
207,000000544501.jpg,False,5
208,000000571373.jpg,False,5
209,000000562074.jpg,False,5
210,000000564087.jpg,False,5
211,000000538355.jpg,False,5
212,000000579263.jpg,False,5
213,000000518035.jpg,False,5
214,000000560194.jpg,False,5
215,000000532794.jpg,False,5
216,000000548491.jpg,False,5
217,000000566921.jpg,True,5
218,000000520031.jpg,True,5
219,000000574966.jpg,False,5
220,000000525940.jpg,True,5
221,000000575388.jpg,False,5
222,000000542970.jpg,False,5
223,000000536250.jpg,False,5
224,000000545504.jpg,False,5
225,000000557446.jpg,False,5
226,000000547408.jpg,False,5
227,000000539469.jpg,True,5
228,000000515634.jpg,False,5
229,000000539769.jpg,False,5
230,000000575275.jpg,False,5
231,000000524856.jpg,False,5
232,000000526863.jpg,True,5
233,000000518141.jpg,False,5
234,000000539050.jpg,False,5
235,000000544982.jpg,False,5
236,000000574105.jpg,False,5
237,000000542216.jpg,False,5
238,000000535619.jpg,False,5
239,000000561747.jpg,False,5
240,000000580473.jpg,False,5
241,000000550531.jpg,False,5
242,000000579377.jpg,True,5
243,000000563831.jpg,True,5
244,000000548589.jpg,True,5
245,000000561663.jpg,False,5
246,000000564539.jpg,False,5
247,000000581342.jpg,False,5
248,000000565063.jpg,False,5
0,000000575721.jpg,False,5
1,000000566459.jpg,False,5
2,000000554763.jpg,True,5
3,000000531437.jpg,False,5
4,000000545017.jpg,True,5
5,000000517810.jpg,False,5
6,000000568136.jpg,False,5
7,000000553348.jpg,False,5
8,000000561219.jpg,False,5
9,000000514905.jpg,True,5
10,000000578321.jpg,True,5
11,000000564229.jpg,False,5
12,000000515596.jpg,False,5
13,000000540034.jpg,False,5
14,000000554993.jpg,False,5
15,000000540293.jpg,True,5
16,000000539273.jpg,False,5
17,000000544454.jpg,True,5
18,000000524036.jpg,False,5
19,000000543149.jpg,False,5
20,000000566269.jpg,True,5
21,000000516073.jpg,True,5
22,000000577465.jpg,False,5
23,000000521380.jpg,False,5
24,000000561832.jpg,True,5
25,000000546030.jpg,True,5
26,000000545256.jpg,False,5
27,000000517559.jpg,True,5
28,000000539009.jpg,False,5
29,000000522578.jpg,False,5
30,000000528768.jpg,False,5
31,000000516032.jpg,False,5
32,000000570370.jpg,False,5
33,000000574204.jpg,False,5
34,000000558691.jpg,True,5
35,000000575148.jpg,False,5
36,000000563800.jpg,False,5
37,000000549591.jpg,False,5
38,000000575085.jpg,False,5
39,000000553922.jpg,False,5
40,000000581645.jpg,False,5
41,000000547967.jpg,False,5
42,000000578266.jpg,False,5
43,000000527393.jpg,True,5
44,000000575423.jpg,False,5
45,000000525963.jpg,True,5
46,000000573919.jpg,False,5
47,000000579894.jpg,False,5
48,000000541598.jpg,False,5
49,000000579597.jpg,False,5
50,000000552955.jpg,False,5
51,000000551234.jpg,False,5
52,000000566019.jpg,False,5
53,000000555594.jpg,False,5
54,000000546259.jpg,False,5
55,000000569152.jpg,False,5
56,000000580193.jpg,False,5
57,000000538224.jpg,False,5
58,000000542648.jpg,False,5
59,000000571981.jpg,False,5
60,000000560145.jpg,False,5
61,000000547045.jpg,False,5
62,000000523122.jpg,False,5
63,000000520415.jpg,False,5
64,000000581706.jpg,False,5
65,000000527864.jpg,False,5
66,000000551694.jpg,False,5
67,000000574233.jpg,False,5
68,000000525257.jpg,False,5
69,000000575667.jpg,True,5
70,000000577689.jpg,False,5
71,000000551774.jpg,False,5
72,000000572583.jpg,True,5
73,000000554999.jpg,False,5
74,000000520646.jpg,False,5
75,000000581836.jpg,False,5
76,000000561904.jpg,True,5
77,000000515877.jpg,False,5
78,000000519270.jpg,False,5
79,000000553238.jpg,False,5
80,000000579972.jpg,False,5
81,000000523479.jpg,False,5
82,000000535518.jpg,False,5
83,000000537609.jpg,False,5
84,000000526817.jpg,False,5
85,000000521081.jpg,False,5
86,000000581333.jpg,False,5
87,000000516057.jpg,False,5
88,000000548064.jpg,False,5
89,000000516351.jpg,False,5
90,000000543682.jpg,True,5
91,000000548880.jpg,False,5
92,000000517444.jpg,True,5
93,000000580224.jpg,False,5
94,000000539240.jpg,False,5
95,000000529316.jpg,True,5
96,000000552278.jpg,False,5
97,000000563732.jpg,False,5
98,000000536706.jpg,False,5
99,000000562976.jpg,False,5
100,000000577379.jpg,False,5
101,000000534563.jpg,True,5
102,000000554594.jpg,False,5
103,000000557696.jpg,False,5
104,000000577799.jpg,False,5
105,000000548740.jpg,False,5
106,000000559871.jpg,False,5
107,000000534009.jpg,True,5
108,000000554331.jpg,False,5
109,000000567534.jpg,False,5
110,000000566933.jpg,False,5
111,000000578443.jpg,False,5
112,000000566150.jpg,False,5
113,000000538959.jpg,False,5
114,000000528871.jpg,False,5
115,000000557414.jpg,False,5
116,000000555395.jpg,True,5
117,000000515901.jpg,False,5
118,000000521120.jpg,False,5
